course_title,is_paid,price,num_subscribers,level,published_timestamp,subject,categ_price,categ_duration,sales,comisiones,costos
Learn to invest in the Stock Market,True,40,28,Beginner Level,12-11-2014,Business Finance,0-50,0-2,1120,14.8,414.40000000000003
FX Commodity Chart Trading Patterns for Success,True,50,83,All Levels,19-07-2015,Business Finance,0-50,2-4,4150,18.5,1535.5
Forex Elite Trading,True,85,623,All Levels,18-10-2013,Business Finance,50-100,4-6,52955,31.45,19593.35
How to Invest in Startups - Expert Reveals Winning Secrets.,False,0,1625,All Levels,29-08-2016,Business Finance,0-50,8-10,0,0.0,0.0
Kickstarter success in 5 easy steps,True,20,0,All Levels,16-05-2017,Business Finance,0-50,0-2,0,7.4,0.0
Understanding Financial Statements,True,25,0,All Levels,15-12-2016,Business Finance,0-50,0-2,0,9.25,0.0
Planning and Executing a Financial Statement Audit,True,50,0,Intermediate Level,29-06-2017,Business Finance,0-50,0-2,0,18.5,0.0
The Latest Updates 2016 Financial Accounting Standards Board,True,50,1,Intermediate Level,29-06-2017,Business Finance,0-50,0-2,50,18.5,18.5
How to achieve personal transformation,True,20,0,All Levels,22-12-2016,Business Finance,0-50,0-2,0,7.4,0.0
Basic Bookkeeping,True,35,0,Beginner Level,23-05-2017,Business Finance,0-50,0-2,0,12.95,0.0
"Credit concepts and checklist for bankers, credit analyst",True,20,0,Beginner Level,24-04-2017,Business Finance,0-50,2-4,0,7.4,0.0
Practical Film Financing: Finding & Pitching Investors,True,100,0,Beginner Level,05-07-2017,Business Finance,50-100,0-2,0,37.0,0.0
Ratio Analysis for Financial Statements,True,50,0,Beginner Level,03-07-2017,Business Finance,0-50,0-2,0,18.5,0.0
60 Minutes to Fundamental Accounting Skills,True,75,0,Beginner Level,28-06-2017,Business Finance,50-100,2-4,0,27.75,0.0
"Backspreads, Diagonals and Butterflies - Advanced Strategies",True,60,737,Expert Level,03-03-2013,Business Finance,50-100,0-2,44220,22.2,16361.4
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,True,200,554,All Levels,10-01-2015,Business Finance,150-200,2-4,110800,74.0,40996.0
Crystal ball trading - foresee price with seasonal patterns,True,145,807,All Levels,14-06-2015,Business Finance,100-150,4-6,117015,53.65,43295.549999999996
Weekly Options and study of Options expiration dynamics,True,60,779,Expert Level,08-03-2013,Business Finance,50-100,0-2,46740,22.2,17293.8
Cost Accounting Basics (Professional Course Level),True,20,1777,Beginner Level,17-12-2014,Business Finance,0-50,0-2,35540,7.4,13149.800000000001
Learn to Reliably Invest In The Stock Market,True,50,841,All Levels,29-07-2016,Business Finance,0-50,0-2,42050,18.5,15558.5
Hedge Fund Trading Systems Part Two - Stocks & ETFs,True,200,56,Expert Level,16-05-2017,Business Finance,150-200,2-4,11200,74.0,4144.0
Stock Market Option Trading: How Sell Options For Premium,True,200,1909,Intermediate Level,08-02-2015,Business Finance,150-200,0-2,381800,74.0,141266.0
Straddles and Strangles - Volatility moves in any direction,True,60,775,Expert Level,12-03-2013,Business Finance,50-100,0-2,46500,22.2,17205.0
Debt Collection Management: Get Paid On Time EVERY TIME!,True,20,1255,All Levels,27-01-2015,Business Finance,0-50,2-4,25100,7.4,9287.0
Learn about it,True,20,1193,All Levels,05-06-2014,Business Finance,0-50,0-2,23860,7.4,8828.2
Trading: Basics of Trading for Beginners,True,140,1309,Beginner Level,11-11-2015,Business Finance,100-150,0-2,183260,51.8,67806.2
Options Spreads Bundle-  the heart of Options Trading,True,120,623,Intermediate Level,19-02-2013,Business Finance,100-150,2-4,74760,44.4,27661.2
Trade the News in Forex: EA Robot Included,True,200,276,All Levels,30-08-2016,Business Finance,150-200,0-2,55200,74.0,20424.0
Investment Portfolio Analysis with R,True,50,314,All Levels,27-06-2016,Business Finance,0-50,6-8,15700,18.5,5809.0
Basics of Economics For Beginners A to Z - A Complete Course,True,170,1942,Beginner Level,24-08-2015,Business Finance,150-200,0-2,330140,62.9,122151.8
Seeing the Big Picture: Understanding Financial Statements,True,50,885,All Levels,07-01-2015,Business Finance,0-50,0-2,44250,18.5,16372.5
Financial Modeling for Professionals in 1 Day!,True,200,226,Intermediate Level,05-12-2016,Business Finance,150-200,4-6,45200,74.0,16724.0
Create Your Own Automated Stock Trading Robot In EXCEL!,True,150,461,All Levels,09-12-2015,Business Finance,100-150,4-6,69150,55.5,25585.5
FOREX: From Zero To Hero,True,150,152,All Levels,07-02-2017,Business Finance,100-150,2-4,22800,55.5,8436.0
Learn Call Options and Put Options - Introduction to Options,True,60,1017,Beginner Level,15-02-2013,Business Finance,50-100,2-4,61020,22.2,22577.399999999998
1. Principles of Simple Interest ,True,20,1074,All Levels,13-01-2014,Business Finance,0-50,0-2,21480,7.4,7947.6
Double Entry Bookkeeping,True,50,440,Beginner Level,15-06-2016,Business Finance,0-50,0-2,22000,18.5,8140.0
MQL5 Tutorial Bootcamp,True,20,978,Beginner Level,29-01-2016,Business Finance,0-50,0-2,19560,7.4,7237.200000000001
Succeed at Options Even If You Don't Know Where to Start,True,200,36,All Levels,17-04-2017,Business Finance,150-200,0-2,7200,74.0,2664.0
"Buying, Selling, and Storing Precious Metal",True,20,74,All Levels,27-02-2013,Business Finance,0-50,0-2,1480,7.4,547.6
Accounting Skills for Managers,True,20,78,Beginner Level,27-06-2012,Business Finance,0-50,0-2,1560,7.4,577.2
Analysis and Evaluation of Economic Feasibility of Projects,True,100,10,Intermediate Level,19-12-2016,Business Finance,50-100,0-2,1000,37.0,370.0
Technical Analysis: Understanding Price Action,True,45,39,All Levels,26-08-2016,Business Finance,0-50,2-4,1755,16.65,649.3499999999999
Bitcoin For Beginners,True,50,37,Beginner Level,29-12-2014,Business Finance,0-50,2-4,1850,18.5,684.5
"IAS 16-Property,Plant and Equipment ",False,0,2166,All Levels,06-10-2014,Business Finance,0-50,2-4,0,0.0,0.0
Basel II,True,50,78,All Levels,06-03-2014,Business Finance,0-50,2-4,3900,18.5,1443.0
Forex Trading Plan,True,50,21,All Levels,13-02-2016,Business Finance,0-50,0-2,1050,18.5,388.5
Financial Modeling 101,False,0,1086,Beginner Level,19-12-2016,Business Finance,0-50,0-2,0,0.0,0.0
Learn Financial Modeling from Scratch - Part1,True,50,7,All Levels,06-04-2016,Business Finance,0-50,2-4,350,18.5,129.5
Introduction to Small Business Accounting Training Tutorial,True,25,168,Beginner Level,09-01-2013,Business Finance,0-50,2-4,4200,9.25,1554.0
Learn Basic Concepts of Economics Step by Step - Complete,True,150,2801,All Levels,16-08-2015,Business Finance,100-150,0-2,420150,55.5,155455.5
Introduction to Digital Payments ,False,0,12217,Beginner Level,29-04-2014,Business Finance,0-50,0-2,0,0.0,0.0
The Beginner's Guide to the Futures and Options Trading,False,0,6185,All Levels,18-01-2016,Business Finance,0-50,2-4,0,0.0,0.0
Bitcoin Investing: The Complete Buy & Hold Strategy,True,25,477,All Levels,10-01-2016,Business Finance,0-50,2-4,11925,9.25,4412.25
Financial Modeling in Excel for Startups,True,50,1334,Beginner Level,05-01-2014,Business Finance,0-50,4-6,66700,18.5,24679.0
Learn to Trade Forex Naked Price Action Big Shadow Trade,False,0,5407,Intermediate Level,25-01-2016,Business Finance,0-50,0-2,0,0.0,0.0
Forex Trading For Beginners ,False,0,9483,Beginner Level,14-01-2016,Business Finance,0-50,0-2,0,0.0,0.0
Build a Trading Comps Valuation Model,True,50,1032,All Levels,01-10-2014,Business Finance,0-50,6-8,51600,18.5,19092.0
The Advanced Forex Course for Smart Traders,False,0,8236,All Levels,09-10-2015,Business Finance,0-50,4-6,0,0.0,0.0
Cost Accounting Overheads (Professional Course Level),True,20,2383,All Levels,31-03-2015,Business Finance,0-50,2-4,47660,7.4,17634.2
Beginners Guide to Stock Market Investing,False,0,3283,Beginner Level,15-09-2016,Business Finance,0-50,2-4,0,0.0,0.0
Financial Management Capital Market Instruments,True,25,2650,Beginner Level,24-02-2015,Business Finance,0-50,0-2,66250,9.25,24512.5
NPV and IRR Techniques for CA / CFA / CPA Exams,True,20,1551,Beginner Level,22-09-2014,Business Finance,0-50,6-8,31020,7.4,11477.400000000001
Commercial Credit Analysis,True,50,545,All Levels,12-03-2014,Business Finance,0-50,6-8,27250,18.5,10082.5
Essential Finance For Managers,True,25,663,All Levels,16-04-2015,Business Finance,0-50,4-6,16575,9.25,6132.75
Bitcoin for Accountants,False,0,3519,Beginner Level,06-02-2015,Business Finance,0-50,0-2,0,0.0,0.0
ProTrader -  Advanced Technical Analysis,True,125,825,All Levels,22-08-2016,Business Finance,100-150,0-2,103125,46.25,38156.25
Binary Options Masterclass,True,200,70,All Levels,13-02-2017,Business Finance,150-200,0-2,14000,74.0,5180.0
188% Profit in 1Year - Forex ALGO Robot Trading no indicator,True,120,357,All Levels,03-05-2016,Business Finance,100-150,0-2,42840,44.4,15850.8
"Financial Accounting, its Cycle, Statements & Analysis",True,20,853,Beginner Level,08-03-2016,Business Finance,0-50,4-6,17060,7.4,6312.200000000001
Yield Curve Dynamics,True,50,397,All Levels,12-03-2014,Business Finance,0-50,2-4,19850,18.5,7344.5
Value Investing and Stock Market Fundamentals,True,195,74,Beginner Level,07-04-2016,Business Finance,150-200,2-4,14430,72.15,5339.1
Media Training for Financial Service Professionals,True,20,1254,All Levels,11-12-2014,Business Finance,0-50,6-8,25080,7.4,9279.6
Learn the Forex Naked Price Action Pogo Trade,True,60,89,Intermediate Level,10-02-2016,Business Finance,50-100,0-2,5340,22.2,1975.8
Forex - Price action Reversal Strategy,True,20,38,All Levels,04-07-2016,Business Finance,0-50,0-2,760,7.4,281.2
Budget preparation for an EU project proposal,True,50,18,Intermediate Level,01-06-2015,Business Finance,0-50,0-2,900,18.5,333.0
Corporate Finance and Alternative Investment for CFA L1,True,20,103,All Levels,17-09-2015,Business Finance,0-50,4-6,2060,7.4,762.2
Don't Let Your Customers Run Your Business,True,50,7,Intermediate Level,26-10-2015,Business Finance,0-50,2-4,350,18.5,129.5
Stock Trading: Insider Tips For Determining Market Direction,True,95,104,All Levels,07-07-2015,Business Finance,50-100,0-2,9880,35.15,3655.6
TopTrader Academy - Complete Options Course,True,150,42,All Levels,13-09-2016,Business Finance,100-150,2-4,6300,55.5,2331.0
Working Capital Management for Entrepreneurs,True,20,507,Expert Level,19-11-2014,Business Finance,0-50,0-2,10140,7.4,3751.8
Learn Quickbooks to maintain books properly,True,20,241,Beginner Level,09-11-2015,Business Finance,0-50,2-4,4820,7.4,1783.4
CFA Level I Foundation: Introduction to Financial Reporting,True,50,226,Beginner Level,05-08-2013,Business Finance,0-50,4-6,11300,18.5,4181.0
"Fixed Income Valuation and Analysis, CFA L2",True,20,50,All Levels,04-01-2016,Business Finance,0-50,2-4,1000,7.4,370.0
Corporation Tax Returns UK,True,50,100,All Levels,23-07-2015,Business Finance,0-50,0-2,5000,18.5,1850.0
Trading For Busy People,True,50,99,All Levels,06-07-2015,Business Finance,0-50,2-4,4950,18.5,1831.5
Basics of Trading,True,40,99,Beginner Level,06-04-2015,Business Finance,0-50,0-2,3960,14.8,1465.2
CFP - Introduction to Financial Planning,True,30,1192,Beginner Level,21-02-2014,Business Finance,0-50,>10,35760,11.1,13231.199999999999
Investment Portfolio Analysis with Python,True,50,209,All Levels,13-07-2016,Business Finance,0-50,6-8,10450,18.5,3866.5
Day Trading Market Structure Signals,False,0,5529,All Levels,18-06-2014,Business Finance,0-50,0-2,0,0.0,0.0
Professional Bookkeeping and Accounting 3: Double Entry ,True,35,81,All Levels,21-01-2016,Business Finance,0-50,0-2,2835,12.95,1048.95
"Accounting Basics by Hector Garcia, CPA",False,0,1924,Beginner Level,25-02-2016,Business Finance,0-50,0-2,0,0.0,0.0
Stock Markets: How I Became Rich By Changing How I Trade,True,20,646,All Levels,13-09-2015,Business Finance,0-50,0-2,12920,7.4,4780.400000000001
Learn About Bitcoin and Bitcoin Mining,True,20,520,Beginner Level,01-05-2015,Business Finance,0-50,0-2,10400,7.4,3848.0
Take Control By Learning The Stock Market Now,True,30,1440,Beginner Level,10-03-2015,Business Finance,0-50,0-2,43200,11.1,15984.0
Cost Accounting and Financial Management - A Complete Study,True,150,452,All Levels,04-03-2016,Business Finance,100-150,>10,67800,55.5,25086.0
Learn Global Macro Trading & Investing for Retail Investor,True,75,178,All Levels,15-07-2016,Business Finance,50-100,0-2,13350,27.75,4939.5
Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,True,50,21,All Levels,14-04-2017,Business Finance,0-50,0-2,1050,18.5,388.5
high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,True,100,12,Intermediate Level,17-05-2017,Business Finance,50-100,2-4,1200,37.0,444.0
TRADER BOT: Introdução à Linguagem MQL5,True,20,209,All Levels,07-03-2014,Business Finance,0-50,>10,4180,7.4,1546.6000000000001
财务分析与估值建模入门,False,0,505,Beginner Level,03-12-2016,Business Finance,0-50,0-2,0,0.0,0.0
Aprende desde cero a operar el mercado de divisas FOREX,True,90,16,All Levels,23-10-2015,Business Finance,50-100,2-4,1440,33.3,532.8
Cómo usar Metatrader 4 para hacer trading?,True,20,25,All Levels,30-07-2015,Business Finance,0-50,4-6,500,7.4,185.0
Zoho Books Gestion Financière d'Entreprise pas à pas,False,0,229,All Levels,26-05-2017,Business Finance,0-50,0-2,0,0.0,0.0
Aprende a llevar la contabilidad de forma informatizada,True,25,6,Beginner Level,08-02-2016,Business Finance,0-50,4-6,150,9.25,55.5
Psicología del trading,True,20,1,All Levels,04-05-2017,Business Finance,0-50,0-2,20,7.4,7.4
La costruzione del budget di una proposta comunitaria,True,50,10,Intermediate Level,30-01-2015,Business Finance,0-50,0-2,500,18.5,185.0
"Erfolgreich als Signalgeber/in, per Social- und Copytrading",True,60,1,All Levels,13-12-2016,Business Finance,50-100,4-6,60,22.2,22.2
Aprenda  a Investir,True,20,34,All Levels,30-06-2016,Business Finance,0-50,6-8,680,7.4,251.60000000000002
Teeter-Totter Accounting,True,90,0,Beginner Level,08-02-2017,Business Finance,50-100,0-2,0,33.3,0.0
beginning accounting,True,20,0,Intermediate Level,26-12-2016,Business Finance,0-50,0-2,0,7.4,0.0
Stop Creditors from Harassing you and Avoid Bankruptcy,True,20,0,Beginner Level,02-02-2017,Business Finance,0-50,0-2,0,7.4,0.0
Learn to trade using technical analysis,True,50,0,Intermediate Level,02-05-2017,Business Finance,0-50,0-2,0,18.5,0.0
How to Invest Using ETFs from Former Wall Street Trader,True,200,0,All Levels,15-02-2017,Business Finance,150-200,0-2,0,74.0,0.0
Workshop on Banking Credit Analysis Process,True,100,0,All Levels,28-06-2017,Business Finance,50-100,0-2,0,37.0,0.0
The Cuckoo Strategy to get European Funding,True,160,0,All Levels,06-01-2016,Business Finance,150-200,0-2,0,59.2,0.0
Accounting - The 6 most important rules you must learn,True,20,0,All Levels,25-05-2017,Business Finance,0-50,0-2,0,7.4,0.0
Mutual Funds for Investors in Retirement Accounts,True,20,0,All Levels,17-12-2015,Business Finance,0-50,0-2,0,7.4,0.0
Free Ways to Create Passive Income Online,True,25,0,Beginner Level,17-04-2017,Business Finance,0-50,0-2,0,9.25,0.0
The Cash Flow Statement - An Introduction,True,50,0,Beginner Level,28-06-2017,Business Finance,0-50,0-2,0,18.5,0.0
"Options Foundation - Time Decay, Implied Volatility, Greeks",True,60,459,Beginner Level,17-02-2013,Business Finance,50-100,2-4,27540,22.2,10189.8
Buying Call and Put Options - Options beginner strategies,True,60,266,Intermediate Level,18-02-2013,Business Finance,50-100,2-4,15960,22.2,5905.2
How To Trade RSI Pullback Strategy: Entry To Exit (Forex),True,150,104,All Levels,17-02-2017,Business Finance,100-150,0-2,15600,55.5,5772.0
Valuation of Goodwill for CA / CFA / CMA Exams,True,20,1509,All Levels,23-09-2015,Business Finance,0-50,0-2,30180,7.4,11166.6
Forex - Catch the Big Market Moves in Forex,True,20,212,Intermediate Level,02-06-2014,Business Finance,0-50,0-2,4240,7.4,1568.8000000000002
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,True,25,462,All Levels,16-07-2015,Business Finance,0-50,0-2,11550,9.25,4273.5
Intermediate Accounting 1: Easy. Fast. Simple!,True,200,90,Intermediate Level,29-12-2016,Business Finance,150-200,2-4,18000,74.0,6660.0
Global Macro Investing - Take Control Of The World's Markets,True,30,153,Intermediate Level,16-05-2016,Business Finance,0-50,0-2,4590,11.1,1698.3
How to Read a Balance Sheet,True,50,1055,Beginner Level,11-07-2014,Business Finance,0-50,2-4,52750,18.5,19517.5
Credit Repair from a Financial Institution,True,20,157,All Levels,14-01-2014,Business Finance,0-50,2-4,3140,7.4,1161.8
The Binary Institute -  Binary Options Trading Course,True,200,103,All Levels,14-12-2015,Business Finance,150-200,2-4,20600,74.0,7622.0
Mental Models For Wall Street - Become A Better Trader,False,0,1067,All Levels,14-12-2016,Business Finance,0-50,0-2,0,0.0,0.0
株式投資に向く性格に変えるための心理学を学ぶ,True,20,58,All Levels,14-06-2016,Business Finance,0-50,0-2,1160,7.4,429.20000000000005
Matemática Financeira com HP12C e MS Excel,True,20,74,Beginner Level,12-10-2016,Business Finance,0-50,4-6,1480,7.4,547.6
¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,False,0,338,Beginner Level,30-05-2017,Business Finance,0-50,0-2,0,0.0,0.0
Cómo Crear Políticas Contables bajo NIIF para PYMES,True,20,27,All Levels,25-08-2015,Business Finance,0-50,0-2,540,7.4,199.8
Finanzas Personales para Vivir Libre de Deudas,True,75,76,Beginner Level,27-04-2016,Business Finance,50-100,4-6,5700,27.75,2109.0
Finanzas personales: Logrando la Libertad Financiera,True,30,27,Beginner Level,09-01-2015,Business Finance,0-50,0-2,810,11.1,299.7
株式投資で本当のテクニカル分析ができるようになる,True,20,68,Intermediate Level,01-07-2016,Business Finance,0-50,2-4,1360,7.4,503.20000000000005
Aktiver Vermögensaufbau mit ETF,True,20,112,Beginner Level,22-02-2016,Business Finance,0-50,0-2,2240,7.4,828.8000000000001
Socorro! Preciso Organizar as Minhas Finanças!,True,20,72,All Levels,08-01-2016,Business Finance,0-50,0-2,1440,7.4,532.8000000000001
